0	1	1	79.448	56.963	90.238
42	1	286881	44.248	77.871	80.866
5048	1	248690370	51.206	64.742	94.013
72	2	3550000	42.476	59.298	69.811
732	2	36550000	91.201	78.754	156.563
1712	2	85550000	146.043	140.070	133.880
3452	2	172550000	81.949	125.239	56.110
4052	2	202550000	84.156	55.596	19.912
4612	2	230550000	106.460	7.851	87.496
4832	2	241550000	104.692	101.690	141.170
4888	2	242730547	131.740	165.484	71.812
112	3	5550000	66.843	86.583	165.509
152	3	7550000	27.427	85.526	124.145
632	3	31550000	102.177	53.157	112.159
692	3	34550000	82.979	34.528	113.542
1592	3	79550000	192.532	17.870	102.253
1752	3	87550000	182.699	56.085	58.555
2992	3	149550000	100.747	143.698	22.946
30	4	316899	96.657	62.869	101.387
269	4	11550000	32.731	77.193	160.771
2509	4	123550000	102.754	157.192	100.297
3069	4	151550000	97.671	104.559	38.215
3829	4	189550000	55.345	57.732	68.671
14	5	426098	92.562	86.120	88.003
38	5	1550000	80.398	66.926	120.165
118	5	5550000	67.136	64.523	157.649
198	5	9550000	104.470	56.503	176.736
438	5	21550000	87.971	110.971	139.438
718	5	35550000	119.479	107.674	151.242
1238	5	61550000	67.489	163.710	154.707
2298	5	114550000	117.761	193.126	47.901
3278	5	163550000	170.108	45.198	50.509
3558	5	177550000	38.033	61.546	87.794
65	6	1550000	100.949	55.152	68.492
545	6	25550000	49.773	49.119	108.454
985	6	47550000	25.160	93.995	102.433
24	7	337666	128.010	64.188	69.602
57	7	1550000	157.533	99.021	43.459
1557	7	76550000	149.160	127.853	126.551
1857	7	91550000	156.231	120.547	190.500
2277	7	112550000	160.513	59.573	188.973
2357	7	116550000	129.918	57.892	179.538
2517	7	124550000	89.739	17.809	181.300
2537	7	125550000	71.417	21.365	176.824
2777	7	137550000	130.596	13.348	158.094
3157	7	156550000	167.632	32.116	68.882
29	8	309781	153.200	62.096	67.772
68	8	1550000	76.073	61.319	95.895
288	8	12550000	99.114	37.917	99.224
668	8	31550000	118.365	11.819	159.361
828	8	39550000	143.203	24.178	163.091
2328	8	114550000	79.557	220.952	111.623
2388	8	117550000	91.948	177.020	81.059
2548	8	125550000	117.936	140.989	32.606
2768	8	136550000	26.931	142.562	69.982
38	9	301066	90.811	48.170	36.131
85	9	1550000	145.998	113.748	99.352
165	9	5550000	157.255	102.582	154.464
265	9	10550000	121.496	187.282	158.274
405	9	17550000	143.963	177.139	90.070
625	9	28550000	128.409	46.015	11.158
725	9	33550000	103.606	30.978	75.969
1965	9	95550000	57.994	127.024	108.481
1985	9	96550000	50.711	122.234	118.841
2065	9	100550000	62.144	101.627	163.546
2245	9	109550000	103.642	71.109	166.800
2365	9	115550000	51.090	68.352	181.814
2465	9	120550000	115.463	24.691	154.776
2645	9	129550000	13.494	76.813	69.491
2745	9	134550000	40.956	119.842	65.814
51	10	1550000	144.953	124.352	84.025
111	10	4550000	151.880	141.057	33.271
291	10	13550000	118.033	155.053	24.641
531	10	25550000	62.841	199.880	94.730
651	10	31550000	94.720	162.918	117.353
671	10	32550000	90.686	156.040	128.555
931	10	45550000	47.823	125.650	60.086
1091	10	53550000	3.331	111.463	107.889
1511	10	74550000	91.904	76.815	14.532
1671	10	82550000	29.695	58.566	83.686
2051	10	101550000	121.733	13.225	9.537
2151	10	106550000	80.104	2.805	117.222
2571	10	127550000	130.346	15.806	147.521
2752	10	134730003	180.250	134.257	52.000
18	11	363221	199.470	67.679	132.966
66	11	2550000	153.738	63.244	88.614
126	11	5550000	143.240	45.256	73.429
286	11	13550000	130.106	11.305	46.256
366	11	17550000	88.910	26.026	26.033
446	11	21550000	55.162	10.956	74.443
666	11	32550000	11.123	50.323	70.167
766	11	37550000	40.969	70.413	26.527
926	11	45550000	57.396	93.200	16.409
1506	11	74550000	183.946	133.931	76.568
1626	11	80550000	81.021	198.461	87.481
1866	11	92550000	19.997	149.282	154.619
2206	11	109550000	78.547	120.332	170.800
2246	11	111550000	93.163	144.880	189.843
2406	11	119550000	181.760	106.167	127.190
2546	11	126550000	143.157	82.311	175.899
12	12	494087	92.887	77.347	176.663
34	12	1550000	97.041	85.588	134.315
54	12	2550000	62.548	131.485	91.373
114	12	5550000	18.879	185.172	104.568
194	12	9550000	57.220	176.118	124.231
294	12	14550000	42.452	138.972	187.393
554	12	27550000	76.799	111.777	184.435
614	12	30550000	119.734	144.832	190.344
954	12	47550000	156.831	149.481	140.168
1014	12	50550000	123.989	180.047	94.909
1294	12	64550000	180.400	87.837	112.871
1414	12	70550000	201.243	95.716	64.015
1434	12	71550000	206.614	76.469	75.752
1474	12	73550000	216.569	50.621	120.395
1554	12	77550000	191.745	33.932	113.464
1794	12	89550000	181.551	9.819	59.245
2134	12	106550000	138.963	74.498	14.413
2274	12	113550000	110.336	123.561	7.681
2334	12	116550000	103.446	111.040	-7.447
2374	12	118550000	83.811	94.742	9.562
2656	12	132630451	43.479	72.633	44.875
23	13	334537	57.274	54.115	82.299
396	13	18550000	125.550	110.741	66.044
516	13	24550000	88.213	156.287	28.992
816	13	39550000	128.528	72.127	21.733
976	13	47550000	22.784	50.877	78.212
1136	13	55550000	131.368	-21.080	72.127
1216	13	59550000	84.593	8.756	84.030
1456	13	71550000	138.213	-6.117	147.902
1576	13	77550000	169.812	62.021	146.877
1596	13	78550000	164.506	63.315	158.495
1856	13	91550000	86.228	87.703	162.176
40	14	295256	96.555	119.246	105.491
449	14	19550000	135.606	96.750	97.782
469	14	20550000	156.663	122.941	102.519
649	14	29550000	199.460	56.572	87.075
709	14	32550000	190.901	64.191	148.040
969	14	45550000	131.964	-0.549	61.465
1149	14	54550000	92.739	61.889	40.215
1309	14	62550000	58.758	-7.198	122.195
1389	14	66550000	52.567	38.365	155.711
1469	14	70550000	57.856	81.259	185.626
1609	14	77550000	33.583	96.874	127.857
1709	14	82550000	2.475	43.718	48.749
2069	14	100550000	57.285	192.234	106.591
430	15	18550000	144.737	121.084	113.286
590	15	26550000	132.021	153.948	159.330
810	15	37550000	113.691	199.830	128.515
850	15	39550000	55.077	200.708	131.473
1070	15	50550000	111.024	173.027	34.971
1390	15	66550000	58.755	81.772	187.760
1610	15	77550000	23.806	31.187	121.626
1790	15	86550000	40.869	47.355	39.605
1830	15	88550000	20.770	92.116	33.529
2100	15	101694385	156.209	60.520	118.553
84	16	3550000	165.390	11.905	111.134
104	16	4550000	171.895	17.168	80.455
144	16	6550000	143.641	7.709	55.331
544	16	26550000	39.717	31.364	93.063
624	16	30550000	56.563	66.035	52.619
684	16	33550000	116.565	89.538	8.694
1044	16	51550000	109.008	136.769	19.190
1164	16	57550000	67.225	180.208	-9.864
1264	16	62550000	77.348	194.086	47.416
1724	16	85550000	75.290	78.361	205.340
1784	16	88550000	86.348	36.125	74.847
1805	16	89609071	67.362	-0.205	61.849
13	17	448072	55.806	-9.396	105.079
196	17	9550000	217.654	35.625	81.922
256	17	12550000	152.203	24.584	49.333
1176	17	58550000	105.402	184.840	159.871
1196	17	59550000	113.397	168.733	153.401
1356	17	67550000	70.065	132.933	163.320
1536	17	76550000	140.361	143.701	82.408
375	18	18550000	30.799	125.288	36.799
415	18	20550000	39.967	86.008	13.683
455	18	22550000	45.504	68.075	29.388
655	18	32550000	12.216	116.183	113.132
795	18	39550000	158.098	-3.307	85.326
915	18	45550000	101.193	-15.882	108.606
975	18	48550000	138.412	6.320	146.369
1315	18	65550000	122.974	59.869	205.013
1375	18	68550000	157.774	96.554	194.661
1455	18	72550000	157.271	75.053	123.056
1475	18	73550000	194.095	65.881	117.353
1515	18	75550000	182.228	99.793	142.675
100	19	4550000	118.169	9.504	142.401
140	19	6550000	87.251	17.908	154.091
160	19	7550000	75.664	29.364	159.892
200	19	9550000	47.633	48.272	152.321
260	19	12550000	41.646	109.178	134.923
320	19	15550000	51.559	152.587	165.347
380	19	18550000	24.723	99.720	112.395
800	19	39550000	94.480	61.643	10.782
920	19	45550000	179.752	60.055	46.075
940	19	46550000	176.835	43.275	68.991
980	19	48550000	150.100	13.330	68.649
1060	19	52550000	95.260	9.092	38.967
1140	19	56550000	36.078	29.294	70.731
1208	19	58722236	133.698	67.895	143.649
101	20	4550000	119.612	152.833	25.126
201	20	9550000	69.608	147.826	-3.265
321	20	15550000	24.680	159.182	65.102
741	20	36550000	28.240	89.479	170.549
861	20	42550000	114.398	-1.925	144.466
981	20	48550000	85.650	87.406	202.107
247	21	12550000	8.871	117.206	100.245
287	21	14550000	12.389	153.649	83.798
327	21	16550000	8.229	126.402	35.176
347	21	17550000	10.448	104.978	13.233
507	21	25550000	16.153	21.962	36.764
567	21	28550000	7.629	31.907	86.818
503	22	24550000	209.925	39.488	79.531
863	22	42550000	46.799	177.709	85.519
983	22	48550000	75.676	178.134	88.293
